user_id,age,gender,country,profession,primary_platform,platforms_used_count,daily_usage_hours,sessions_per_day,avg_session_duration_min,preferred_device,peak_usage_time,followers_count,following_count,posts_per_week,likes_given_per_day,comments_per_day,shares_per_day,dms_sent_per_day,preferred_content_type,scroll_speed,ad_click_rate,purchased_via_social_media,monthly_spend_via_social_usd,primary_purpose,sleep_disruption,self_reported_mental_health_score,screen_time_concern,notification_frequency,privacy_setting,influencer_status,account_join_date,mood_while_scrolling,takes_social_media_breaks
USR01092,26,Female,UK,Researcher,Instagram,5,1.5,2,45.0,Smartphone,Evening (6-9pm),285,354,1,17,4,3,6,Entertainment,Fast,0.043,Sometimes,5.85,Entertainment,Severe impact,4.4,Yes,Off,Public,No,2023-06-28,Stressed,Occasionally
USR01093,32,Female,Germany,Designer,Snapchat,1,4.2,4,63.0,Smartphone,Morning (6-10am),13269,178,6,22,4,1,11,Reels/Shorts,Fast,0.005,Sometimes,10.43,Networking,Moderate impact,4.6,Yes,Off,Friends Only,Yes,2023-07-31,Stressed,Yes
USR01094,27,Female,USA,Engineer,Instagram,5,0.5,6,5.0,Laptop,Evening (6-9pm),138,1434,2,18,3,2,6,Memes,Fast,0.053,Sometimes,68.76,Socializing,Mild impact,8.8,No,Always On,Public,No,2023-09-02,Inspired,Yes
USR01095,32,Female,Pakistan,Freelancer,Instagram,4,2.7,2,81.0,Smartphone,Afternoon (12-4pm),8725,12,3,16,4,2,6,Photos,Medium,0.149,Sometimes,20.1,News & Updates,No impact,3.7,Somewhat,Do Not Disturb,Public,No,2023-05-02,Relaxed,Yes
USR01096,26,Male,Canada,Researcher,YouTube,1,2.1,7,18.0,Laptop,Evening (6-9pm),955,938,0,22,4,3,5,News,Fast,0.199,No,0.0,Learning,Mild impact,4.0,Yes,Always On,Public,No,2022-07-16,Stressed,Occasionally
USR01097,27,Female,Germany,Student,YouTube,4,6.7,4,100.5,Desktop,Morning (6-10am),6794,632,3,18,4,3,10,Entertainment,Fast,0.053,No,0.0,Learning,Severe impact,5.4,Yes,Always On,Friends Only,No,2022-04-12,Bored,Occasionally
USR01098,13,Female,Pakistan,Entrepreneur,Twitter/X,4,3.3,10,19.8,Smartphone,Night (9pm-12am),20397,423,4,23,2,0,15,News,Slow,0.123,Sometimes,12.54,Socializing,Mild impact,6.8,No,Selected,Friends Only,Yes,2024-03-15,Stressed,Occasionally
USR01099,34,Non-binary,Pakistan,Researcher,Facebook,2,2.6,8,19.5,Smartphone,Evening (6-9pm),86,4,4,17,2,2,9,Entertainment,Medium,0.205,No,0.0,News & Updates,No impact,4.5,Yes,Always On,Public,No,2024-10-02,Happy,Yes
USR01100,29,Male,Australia,Researcher,Twitter/X,1,3.5,6,35.0,Smartphone,Evening (6-9pm),6610,1142,4,23,3,2,6,Memes,Fast,0.132,Yes,119.32,Business/Marketing,Severe impact,3.4,Yes,Do Not Disturb,Friends Only,No,2022-11-11,Inspired,Occasionally
USR01101,34,Male,USA,Marketer,TikTok,4,0.5,7,4.3,Smartphone,Night (9pm-12am),52,71,0,26,1,4,10,News,Fast,0.131,Yes,18.26,Socializing,Moderate impact,4.0,Yes,Selected,Friends Only,No,2022-04-22,Neutral,Yes
USR01102,13,Female,USA,Entrepreneur,Instagram,2,1.6,3,32.0,Smartphone,Afternoon (12-4pm),100,133,4,22,3,0,13,Memes,Medium,0.069,Sometimes,17.62,Learning,Mild impact,5.5,Yes,Do Not Disturb,Private,No,2024-01-09,Relaxed,Yes
USR01103,43,Male,USA,Engineer,TikTok,2,1.8,4,27.0,Smartphone,Afternoon (12-4pm),156,199,5,19,4,2,8,Videos,Medium,0.04,Sometimes,133.04,Business/Marketing,Moderate impact,4.4,Somewhat,Always On,Friends Only,No,2022-01-08,Stressed,No
USR01104,25,Female,UK,Other,Facebook,4,3.9,8,29.2,Laptop,Evening (6-9pm),1646,398,3,23,5,4,6,Educational,Medium,0.408,No,0.0,News & Updates,No impact,10.0,Somewhat,Do Not Disturb,Friends Only,No,2024-05-25,Neutral,No
USR01105,35,Female,UK,Doctor,YouTube,3,1.2,5,14.4,Smartphone,Late Night (12am+),705,527,2,12,4,0,12,Photos,Medium,0.092,No,0.0,Entertainment,Mild impact,9.8,Somewhat,Always On,Friends Only,No,2022-06-29,Happy,No
USR01106,18,Prefer not to say,UK,Entrepreneur,Snapchat,1,3.0,4,45.0,Smartphone,Night (9pm-12am),492,714,3,20,6,1,6,Videos,Fast,0.156,No,0.0,Networking,No impact,8.3,No,Selected,Public,No,2023-08-27,Bored,No
USR01107,31,Male,USA,Marketer,YouTube,1,2.5,4,37.5,Smartphone,Afternoon (12-4pm),865,651,5,23,2,0,6,Photos,Medium,0.084,No,0.0,Learning,Moderate impact,6.9,Yes,Selected,Public,No,2024-09-10,Stressed,No
USR01108,18,Male,India,Other,Pinterest,3,1.7,5,20.4,Laptop,Evening (6-9pm),1928,331,0,14,2,4,10,Stories,Medium,0.037,No,0.0,Entertainment,Severe impact,6.9,No,Always On,Friends Only,No,2023-02-13,Happy,Yes
USR01109,22,Female,UK,Teacher,Facebook,1,1.8,5,21.6,Smartphone,Evening (6-9pm),2214,403,4,16,3,1,3,News,Medium,0.101,No,0.0,Entertainment,Severe impact,8.6,No,Off,Public,No,2022-07-18,Happy,Occasionally
USR01110,42,Female,USA,Entrepreneur,TikTok,4,2.4,4,36.0,Desktop,Afternoon (12-4pm),4767,66,1,15,5,1,5,Entertainment,Fast,0.132,Yes,115.23,News & Updates,Mild impact,6.4,Yes,Selected,Public,No,2022-02-22,Inspired,Yes
USR01111,25,Male,USA,Teacher,Facebook,2,0.5,3,10.0,Smartphone,Afternoon (12-4pm),17607,99,6,23,3,1,9,Entertainment,Fast,0.032,Yes,2.12,Socializing,Mild impact,4.7,No,Do Not Disturb,Friends Only,Yes,2023-02-28,Stressed,Occasionally
USR01112,28,Male,Brazil,Teacher,Instagram,2,4.2,6,42.0,Smartphone,Evening (6-9pm),640,716,3,30,7,0,10,Memes,Medium,0.145,No,0.0,Business/Marketing,Severe impact,10.0,Somewhat,Selected,Friends Only,No,2022-12-16,Inspired,Occasionally
USR01113,33,Male,USA,Researcher,Facebook,3,1.4,8,10.5,Laptop,Afternoon (12-4pm),260,668,4,19,5,2,8,Stories,Medium,0.151,Yes,80.48,Socializing,Moderate impact,7.2,Yes,Always On,Public,No,2023-08-21,Relaxed,Yes
USR01114,30,Female,Nigeria,Freelancer,TikTok,4,2.2,5,26.4,Tablet,Afternoon (12-4pm),2006,583,1,22,3,1,6,Videos,Fast,0.281,Sometimes,71.98,Learning,No impact,8.8,Yes,Do Not Disturb,Private,No,2022-06-17,Neutral,No
USR01115,28,Male,Germany,Researcher,Instagram,4,6.6,5,79.2,Smartphone,Afternoon (12-4pm),84,131,4,26,7,0,6,Educational,Medium,0.17,Sometimes,0.57,Entertainment,No impact,9.5,No,Selected,Private,No,2024-08-27,Relaxed,Occasionally
USR01116,29,Female,Pakistan,Entrepreneur,Snapchat,2,4.3,3,86.0,Smartphone,Morning (6-10am),196,729,6,16,5,1,7,Educational,Medium,0.155,Yes,30.17,Learning,Severe impact,3.0,No,Always On,Friends Only,No,2022-08-25,Bored,No
USR01117,46,Male,Pakistan,Teacher,TikTok,5,1.1,5,13.2,Laptop,Afternoon (12-4pm),4019,60,2,23,2,3,9,Stories,Medium,0.185,No,0.0,Business/Marketing,Mild impact,4.6,No,Always On,Friends Only,No,2023-09-24,Inspired,Occasionally
USR01118,26,Male,Canada,Designer,YouTube,5,0.5,5,6.0,Smartphone,Morning (6-10am),531,891,6,19,6,0,7,Educational,Slow,0.148,No,0.0,Entertainment,No impact,5.8,No,Always On,Private,No,2024-03-25,Stressed,No
USR01119,28,Female,Pakistan,Marketer,Facebook,1,3.6,10,21.6,Tablet,Evening (6-9pm),75,178,4,15,4,4,7,Memes,Medium,0.019,Sometimes,8.7,News & Updates,Moderate impact,7.1,Yes,Selected,Private,No,2024-08-22,Neutral,No
USR01120,35,Male,Canada,Student,YouTube,1,2.2,4,33.0,Laptop,Night (9pm-12am),45,1846,4,18,6,4,12,Reels/Shorts,Fast,0.01,Sometimes,42.82,Socializing,Moderate impact,7.8,No,Always On,Friends Only,No,2024-09-28,Inspired,No
USR01121,35,Female,Australia,Engineer,Snapchat,1,3.0,4,45.0,Smartphone,Evening (6-9pm),726,39,3,15,2,3,6,News,Fast,0.018,No,0.0,Socializing,No impact,6.1,Yes,Selected,Public,No,2023-06-27,Inspired,No
USR01122,36,Female,Pakistan,Marketer,Pinterest,4,4.2,9,28.0,Smartphone,Evening (6-9pm),5194,2030,3,17,6,1,9,Videos,Medium,0.065,No,0.0,News & Updates,No impact,8.5,Yes,Do Not Disturb,Friends Only,No,2022-07-06,Happy,Yes
USR01123,32,Male,India,Freelancer,YouTube,2,4.6,5,55.2,Smartphone,Afternoon (12-4pm),5071,158,2,16,4,0,3,Memes,Slow,0.136,No,0.0,Business/Marketing,Moderate impact,7.3,No,Off,Friends Only,No,2024-03-04,Bored,Occasionally
USR01124,17,Male,USA,Researcher,Facebook,4,1.9,4,28.5,Smartphone,Morning (6-10am),812,155,3,19,6,0,8,Memes,Medium,0.202,No,0.0,Learning,No impact,7.3,Somewhat,Do Not Disturb,Friends Only,No,2023-01-14,Relaxed,Occasionally
USR01125,40,Male,Canada,Engineer,Facebook,3,2.4,2,72.0,Smartphone,Night (9pm-12am),24736,309,3,21,2,4,7,Photos,Medium,0.146,Yes,10.23,Learning,Severe impact,5.7,No,Always On,Public,Yes,2024-01-30,Happy,Occasionally
USR01126,17,Male,Brazil,Researcher,Instagram,2,3.4,4,51.0,Smartphone,Night (9pm-12am),550,106,3,21,5,2,8,News,Slow,0.179,No,0.0,Entertainment,No impact,6.8,Yes,Selected,Friends Only,No,2024-02-21,Inspired,Occasionally
USR01127,29,Female,USA,Doctor,LinkedIn,2,3.5,4,52.5,Desktop,Night (9pm-12am),518,224,2,23,5,1,9,Entertainment,Medium,0.136,Sometimes,16.78,Business/Marketing,No impact,6.8,No,Selected,Private,No,2024-01-27,Happy,Yes
USR01128,20,Female,Nigeria,Other,Snapchat,2,3.0,5,36.0,Smartphone,Afternoon (12-4pm),6,100,2,19,4,1,6,Reels/Shorts,Medium,0.168,Sometimes,31.72,Business/Marketing,Moderate impact,7.9,Somewhat,Do Not Disturb,Private,No,2023-01-18,Happy,Yes
USR01129,26,Female,UAE,Entrepreneur,TikTok,2,6.1,2,183.0,Laptop,Evening (6-9pm),297,105,5,21,7,2,8,Memes,Medium,0.072,Sometimes,3.93,Socializing,No impact,3.8,No,Selected,Friends Only,No,2024-07-01,Stressed,Yes
USR01130,29,Female,USA,Student,Instagram,1,3.5,8,26.2,Smartphone,Night (9pm-12am),3082,438,1,28,3,1,5,Educational,Medium,0.075,Yes,14.22,Socializing,No impact,7.5,Yes,Selected,Friends Only,No,2022-04-02,Stressed,Occasionally
USR01131,29,Female,Pakistan,Student,YouTube,2,4.2,3,84.0,Smartphone,Night (9pm-12am),11104,82,2,15,5,1,8,Videos,Medium,0.137,No,0.0,Socializing,Moderate impact,3.2,No,Always On,Public,Yes,2023-06-24,Inspired,Occasionally
USR01132,30,Female,UK,Teacher,TikTok,4,3.1,5,37.2,Smartphone,Night (9pm-12am),149,97,6,16,6,8,3,Educational,Medium,0.277,Sometimes,17.75,News & Updates,Mild impact,4.7,Yes,Selected,Public,No,2024-06-19,Relaxed,No
USR01133,39,Female,Pakistan,Other,TikTok,2,1.2,4,18.0,Smartphone,Night (9pm-12am),1528,47,4,21,7,4,8,Entertainment,Medium,0.039,Yes,9.5,Business/Marketing,Mild impact,7.3,Somewhat,Selected,Public,No,2024-08-10,Happy,Occasionally
USR01134,30,Female,Pakistan,Engineer,Instagram,3,1.6,5,19.2,Laptop,Night (9pm-12am),4378,133,1,21,2,0,10,Educational,Medium,0.093,Sometimes,81.69,Socializing,Moderate impact,4.7,Yes,Selected,Private,No,2023-06-24,Relaxed,Occasionally
USR01135,25,Male,USA,Designer,Snapchat,5,1.0,7,8.6,Smartphone,Evening (6-9pm),678,1180,3,14,0,3,12,Educational,Slow,0.153,Yes,30.7,Socializing,Moderate impact,6.2,Yes,Do Not Disturb,Friends Only,No,2023-04-09,Bored,Yes
USR01136,34,Female,Nigeria,Teacher,Twitter/X,4,4.9,6,49.0,Smartphone,Morning (6-10am),10,88,3,10,4,2,6,Photos,Slow,0.13,Sometimes,18.85,News & Updates,Moderate impact,4.5,Yes,Off,Friends Only,No,2023-07-05,Stressed,No
USR01137,36,Male,India,Student,TikTok,4,0.7,7,6.0,Smartphone,Evening (6-9pm),1038,101,2,25,3,3,8,Photos,Slow,0.01,Yes,97.38,Learning,No impact,7.3,Yes,Do Not Disturb,Private,No,2022-05-07,Relaxed,Yes
USR01138,17,Female,USA,Engineer,Instagram,4,2.4,3,48.0,Smartphone,Evening (6-9pm),2619,308,1,21,4,6,5,Entertainment,Slow,0.086,No,0.0,Networking,Mild impact,6.3,Somewhat,Do Not Disturb,Public,No,2022-11-06,Relaxed,No
USR01139,31,Female,Germany,Entrepreneur,Facebook,1,2.0,8,15.0,Smartphone,Night (9pm-12am),120,156,4,24,4,1,5,Videos,Medium,0.012,Yes,38.76,News & Updates,Moderate impact,6.2,No,Selected,Friends Only,No,2022-07-18,Relaxed,No
USR01140,32,Male,Pakistan,Designer,Instagram,3,2.0,3,40.0,Smartphone,Afternoon (12-4pm),420,3546,5,15,5,1,7,Educational,Slow,0.03,Yes,13.89,Business/Marketing,No impact,8.2,No,Selected,Private,No,2022-06-25,Bored,Occasionally
USR01141,24,Female,UK,Freelancer,YouTube,2,2.1,6,21.0,Laptop,Evening (6-9pm),83,201,2,15,1,1,6,Educational,Fast,0.048,Sometimes,28.71,Entertainment,Mild impact,7.0,Yes,Selected,Public,No,2023-12-06,Inspired,Occasionally
USR01142,38,Male,Pakistan,Designer,Instagram,3,6.8,6,68.0,Smart TV,Afternoon (12-4pm),6,365,1,25,6,2,10,Stories,Fast,0.107,Yes,22.19,News & Updates,No impact,7.1,No,Always On,Public,No,2024-04-27,Relaxed,Occasionally
USR01143,25,Female,Australia,Researcher,TikTok,2,0.5,6,5.0,Smartphone,Afternoon (12-4pm),4224,759,4,19,3,5,10,Reels/Shorts,Medium,0.213,Sometimes,17.83,Entertainment,Mild impact,8.2,Somewhat,Do Not Disturb,Public,No,2023-04-11,Relaxed,Yes
USR01144,28,Male,Australia,Marketer,TikTok,1,5.7,3,114.0,Smartphone,Afternoon (12-4pm),660,742,3,14,1,2,10,Memes,Slow,0.049,Sometimes,0.23,Entertainment,No impact,8.4,Yes,Always On,Private,No,2022-05-05,Happy,Yes
USR01145,25,Female,India,Engineer,TikTok,5,2.2,1,132.0,Laptop,Afternoon (12-4pm),11799,323,5,20,3,3,10,Educational,Slow,0.011,Sometimes,12.19,Socializing,Mild impact,4.5,Yes,Always On,Friends Only,Yes,2024-03-03,Stressed,Occasionally
USR01146,27,Female,Germany,Engineer,YouTube,1,4.4,6,44.0,Smartphone,Evening (6-9pm),3112,201,2,13,1,2,13,Educational,Medium,0.187,Sometimes,135.92,Business/Marketing,No impact,7.5,No,Always On,Public,No,2024-12-06,Neutral,Occasionally
USR01147,18,Female,USA,Doctor,YouTube,3,2.7,5,32.4,Smartphone,Night (9pm-12am),351,2776,1,19,6,4,7,Photos,Medium,0.109,Sometimes,53.05,Business/Marketing,Moderate impact,7.0,Somewhat,Always On,Friends Only,No,2024-05-07,Bored,Yes
USR01148,15,Male,Pakistan,Student,Twitter/X,1,1.1,2,33.0,Desktop,Night (9pm-12am),572,217,2,15,3,6,7,Entertainment,Slow,0.142,Yes,33.4,Business/Marketing,No impact,8.6,No,Always On,Public,No,2024-08-30,Inspired,Occasionally
USR01149,39,Non-binary,USA,Researcher,Instagram,3,6.0,4,90.0,Smartphone,Evening (6-9pm),1842,144,1,16,4,0,7,Educational,Medium,0.068,Sometimes,18.88,News & Updates,Moderate impact,3.9,Somewhat,Selected,Public,No,2023-04-28,Inspired,Yes
USR01150,20,Male,Australia,Freelancer,Instagram,3,5.4,10,32.4,Smartphone,Evening (6-9pm),3791,112,7,22,8,3,11,Educational,Fast,0.261,Yes,2.8,News & Updates,No impact,5.0,Somewhat,Do Not Disturb,Private,No,2024-09-02,Relaxed,No
USR01151,19,Male,USA,Researcher,Instagram,3,1.2,3,24.0,Laptop,Night (9pm-12am),1188,30,2,17,5,0,10,Reels/Shorts,Medium,0.02,Yes,32.91,Socializing,Mild impact,5.8,Yes,Do Not Disturb,Public,No,2023-09-05,Bored,Occasionally
USR01152,13,Prefer not to say,UK,Other,Facebook,1,3.8,11,20.7,Laptop,Late Night (12am+),4866,655,6,24,6,2,10,Educational,Slow,0.233,Yes,11.13,Learning,Moderate impact,8.7,No,Selected,Private,No,2022-06-11,Happy,No
USR01153,21,Female,UK,Engineer,Facebook,5,1.7,2,51.0,Smartphone,Evening (6-9pm),389,14,3,22,3,0,14,Videos,Medium,0.195,Sometimes,30.04,Entertainment,No impact,5.7,Somewhat,Do Not Disturb,Private,No,2024-03-19,Neutral,Occasionally
USR01154,16,Female,Brazil,Teacher,TikTok,2,0.7,3,14.0,Smartphone,Evening (6-9pm),110,243,1,21,3,1,6,News,Medium,0.063,Yes,102.8,Business/Marketing,Moderate impact,6.1,No,Selected,Friends Only,No,2022-03-13,Relaxed,Yes
USR01155,40,Female,Germany,Researcher,Facebook,5,1.5,3,30.0,Smartphone,Night (9pm-12am),591,191,4,22,2,1,6,Memes,Fast,0.069,No,0.0,Learning,Severe impact,5.0,No,Off,Private,No,2024-10-25,Bored,Yes
USR01156,35,Male,USA,Other,Twitter/X,2,5.8,2,174.0,Smartphone,Night (9pm-12am),962,3597,7,20,3,1,3,Memes,Medium,0.24,No,0.0,News & Updates,Mild impact,7.6,Somewhat,Selected,Public,No,2024-11-24,Neutral,Occasionally
USR01157,21,Female,Canada,Teacher,Twitter/X,1,4.5,3,90.0,Smartphone,Late Night (12am+),76,27,0,21,4,4,8,Entertainment,Fast,0.11,No,0.0,Entertainment,No impact,7.4,No,Always On,Private,No,2022-10-29,Relaxed,Occasionally
USR01158,45,Female,UAE,Marketer,TikTok,3,2.1,6,21.0,Smartphone,Morning (6-10am),59,82,5,11,1,2,7,Stories,Slow,0.114,Yes,3.21,Learning,Mild impact,5.2,No,Do Not Disturb,Public,No,2022-09-04,Stressed,No
USR01159,34,Female,Germany,Doctor,YouTube,2,5.8,6,58.0,Tablet,Morning (6-10am),1488,207,3,19,6,2,3,Entertainment,Fast,0.127,No,0.0,Networking,Severe impact,4.3,Yes,Do Not Disturb,Friends Only,No,2024-07-08,Neutral,Occasionally
USR01160,24,Female,UK,Designer,Instagram,2,5.2,7,44.6,Laptop,Morning (6-10am),320,193,5,22,4,6,6,Videos,Slow,0.288,No,0.0,News & Updates,Moderate impact,7.6,No,Always On,Private,No,2022-12-21,Neutral,Occasionally
USR01161,13,Male,USA,Researcher,Twitter/X,1,1.5,3,30.0,Smartphone,Morning (6-10am),493,126,3,23,2,1,6,Entertainment,Medium,0.38,No,0.0,Networking,Moderate impact,7.1,Yes,Selected,Friends Only,No,2022-12-09,Inspired,Occasionally
USR01162,45,Male,USA,Marketer,TikTok,4,6.7,5,80.4,Smartphone,Morning (6-10am),348,222,2,14,5,1,5,Stories,Fast,0.313,No,0.0,Learning,Moderate impact,5.0,Yes,Selected,Friends Only,No,2023-03-10,Happy,Occasionally
USR01163,15,Male,USA,Marketer,Facebook,2,2.0,2,60.0,Smartphone,Morning (6-10am),10271,53,3,31,7,3,8,Reels/Shorts,Fast,0.273,Sometimes,1.93,Learning,Severe impact,7.4,No,Selected,Public,Yes,2023-01-30,Bored,No
USR01164,13,Female,Australia,Marketer,Twitter/X,1,2.2,5,26.4,Laptop,Afternoon (12-4pm),6445,375,2,27,3,4,5,Videos,Fast,0.069,Sometimes,43.78,Socializing,No impact,7.4,No,Do Not Disturb,Private,No,2022-09-16,Bored,Yes
USR01165,35,Male,India,Entrepreneur,Facebook,5,0.5,4,7.5,Smartphone,Morning (6-10am),71,15,5,21,0,1,3,Reels/Shorts,Medium,0.071,Yes,3.88,Business/Marketing,Mild impact,8.4,No,Selected,Public,No,2022-03-29,Bored,Yes
USR01166,46,Male,Germany,Designer,Instagram,4,1.7,1,102.0,Smartphone,Evening (6-9pm),254,237,3,23,1,4,4,Memes,Medium,0.036,Yes,35.31,Business/Marketing,Moderate impact,7.7,Yes,Selected,Private,No,2024-05-17,Relaxed,Yes
USR01167,38,Non-binary,UAE,Researcher,TikTok,5,2.4,3,48.0,Smartphone,Night (9pm-12am),3071,119,4,23,2,1,4,Educational,Medium,0.04,Sometimes,1.73,Networking,Moderate impact,5.6,Somewhat,Always On,Private,No,2022-06-10,Inspired,Occasionally
USR01168,31,Male,USA,Student,Facebook,3,3.2,3,64.0,Smartphone,Late Night (12am+),1965,828,2,20,2,1,6,Educational,Medium,0.02,No,0.0,Business/Marketing,No impact,4.8,No,Off,Public,No,2024-06-10,Happy,Yes
USR01169,31,Male,India,Researcher,Instagram,3,1.1,8,8.2,Smartphone,Morning (6-10am),617,2010,1,14,7,4,10,Videos,Medium,0.048,Sometimes,28.46,Socializing,Moderate impact,9.8,No,Selected,Friends Only,No,2023-02-18,Stressed,Yes
USR01170,33,Male,USA,Designer,TikTok,2,1.5,10,9.0,Smartphone,Evening (6-9pm),85,164,5,26,1,2,6,Entertainment,Slow,0.128,No,0.0,News & Updates,No impact,5.3,Yes,Selected,Public,No,2022-10-30,Stressed,No
USR01171,33,Female,UK,Engineer,Instagram,5,6.8,4,102.0,Smartphone,Evening (6-9pm),194,1298,4,18,4,0,11,Stories,Slow,0.069,Sometimes,39.02,Networking,Mild impact,2.9,No,Selected,Friends Only,No,2023-06-13,Inspired,Occasionally
USR01172,29,Female,Nigeria,Teacher,Instagram,4,5.0,5,60.0,Smartphone,Late Night (12am+),262,167,5,26,3,3,7,Videos,Medium,0.044,Yes,4.11,Entertainment,No impact,4.0,Yes,Always On,Friends Only,No,2023-10-17,Happy,Yes
USR01173,27,Female,Australia,Student,TikTok,5,5.6,6,56.0,Smartphone,Night (9pm-12am),1095,76,5,25,5,5,10,News,Medium,0.022,Sometimes,20.58,News & Updates,Moderate impact,2.6,Somewhat,Selected,Public,No,2022-05-18,Inspired,Yes
USR01174,26,Male,Canada,Teacher,TikTok,1,2.5,3,50.0,Laptop,Evening (6-9pm),14281,1988,3,16,0,3,10,Videos,Medium,0.036,Sometimes,5.03,News & Updates,No impact,8.4,No,Selected,Private,Yes,2022-06-28,Bored,Yes
USR01175,20,Male,UAE,Freelancer,Instagram,5,3.2,11,17.5,Smartphone,Afternoon (12-4pm),193,457,5,19,5,1,9,News,Fast,0.455,No,0.0,Socializing,Severe impact,9.5,Yes,Always On,Friends Only,No,2024-03-05,Inspired,Yes
USR01176,24,Female,Australia,Student,YouTube,2,3.9,5,46.8,Smartphone,Night (9pm-12am),104,245,2,15,2,2,6,Videos,Slow,0.1,No,0.0,Entertainment,Mild impact,6.6,No,Always On,Public,No,2024-03-24,Inspired,Occasionally
USR01177,13,Female,Canada,Freelancer,Instagram,5,6.7,5,80.4,Smartphone,Afternoon (12-4pm),547,558,1,21,2,3,9,News,Medium,0.165,No,0.0,Networking,Moderate impact,3.3,Yes,Do Not Disturb,Friends Only,No,2023-10-30,Bored,Yes
USR01178,26,Male,UK,Marketer,TikTok,1,0.7,3,14.0,Laptop,Morning (6-10am),4260,340,3,20,3,2,7,Videos,Medium,0.085,Sometimes,19.72,Networking,No impact,8.4,No,Selected,Public,No,2023-07-20,Bored,Yes
USR01179,19,Female,Germany,Other,YouTube,4,1.8,7,15.4,Smartphone,Morning (6-10am),49,225,6,22,4,0,7,Stories,Medium,0.284,Sometimes,13.74,Business/Marketing,Mild impact,7.0,Somewhat,Selected,Friends Only,No,2024-11-30,Inspired,Yes
USR01180,18,Female,Canada,Freelancer,Twitter/X,3,3.1,2,93.0,Smartphone,Morning (6-10am),9104,49,4,22,3,3,8,Reels/Shorts,Medium,0.333,No,0.0,Learning,No impact,8.4,Somewhat,Selected,Friends Only,No,2024-07-27,Bored,Yes
USR01181,28,Female,UK,Student,Snapchat,1,2.8,5,33.6,Smartphone,Evening (6-9pm),488,176,1,17,4,3,8,News,Medium,0.052,Sometimes,24.95,Entertainment,Moderate impact,7.3,Yes,Do Not Disturb,Public,No,2022-01-26,Bored,No
USR01182,38,Female,Pakistan,Entrepreneur,YouTube,1,1.5,4,22.5,Smart TV,Late Night (12am+),177,516,6,23,6,2,10,Reels/Shorts,Medium,0.086,Sometimes,0.43,Networking,Mild impact,3.7,Yes,Always On,Public,No,2024-12-06,Bored,Occasionally
USR01183,34,Male,UK,Other,Instagram,3,3.6,6,36.0,Laptop,Late Night (12am+),37,211,3,22,4,2,7,Memes,Fast,0.342,Yes,29.57,News & Updates,Moderate impact,7.4,Somewhat,Selected,Friends Only,No,2024-05-09,Happy,No
USR01184,14,Female,India,Other,Snapchat,5,1.8,4,27.0,Smartphone,Late Night (12am+),2372,722,2,21,5,3,5,Stories,Fast,0.047,Sometimes,68.08,Networking,Moderate impact,3.4,No,Selected,Friends Only,No,2022-08-19,Neutral,No
USR01185,19,Female,UAE,Entrepreneur,Instagram,2,2.6,5,31.2,Laptop,Morning (6-10am),488,387,0,15,5,1,11,Stories,Fast,0.274,No,0.0,Socializing,No impact,4.8,No,Do Not Disturb,Public,No,2024-04-28,Neutral,No
USR01186,34,Female,UK,Engineer,Instagram,4,3.5,3,70.0,Tablet,Evening (6-9pm),904,85,4,32,7,6,5,Reels/Shorts,Medium,0.146,No,0.0,Networking,Mild impact,8.1,Somewhat,Selected,Friends Only,No,2022-11-03,Relaxed,No
USR01187,19,Female,Pakistan,Teacher,LinkedIn,5,1.9,5,22.8,Laptop,Late Night (12am+),131,50,1,11,5,0,4,News,Fast,0.104,Sometimes,31.24,Entertainment,No impact,8.0,Yes,Always On,Friends Only,No,2022-10-31,Relaxed,Yes
USR01188,25,Male,UK,Teacher,Snapchat,3,4.3,6,43.0,Smartphone,Night (9pm-12am),374,202,4,18,4,3,5,Reels/Shorts,Fast,0.112,No,0.0,Business/Marketing,No impact,4.5,Yes,Always On,Public,No,2022-07-25,Happy,No
USR01189,31,Female,India,Other,Facebook,2,4.8,3,96.0,Smartphone,Night (9pm-12am),277,130,2,18,4,2,13,Photos,Slow,0.12,Yes,46.95,Networking,Mild impact,4.1,No,Always On,Friends Only,No,2022-08-05,Stressed,No
USR01190,19,Male,USA,Freelancer,Facebook,4,1.5,7,12.9,Smartphone,Late Night (12am+),554,366,6,23,6,4,9,Videos,Fast,0.062,Sometimes,27.3,Entertainment,No impact,6.2,Yes,Do Not Disturb,Public,No,2022-07-26,Relaxed,Yes
USR01191,27,Female,Australia,Entrepreneur,YouTube,2,1.8,4,27.0,Smartphone,Afternoon (12-4pm),199,103,2,23,4,5,6,Stories,Medium,0.026,No,0.0,Networking,Mild impact,9.8,No,Selected,Friends Only,No,2023-08-09,Stressed,Occasionally
USR01192,16,Female,Pakistan,Freelancer,TikTok,3,1.2,2,36.0,Smartphone,Morning (6-10am),42,116,2,16,3,0,10,Stories,Fast,0.206,Yes,4.39,Socializing,No impact,7.2,No,Always On,Public,No,2023-12-06,Bored,No
USR01193,22,Male,Brazil,Designer,Instagram,2,2.6,12,13.0,Smart TV,Night (9pm-12am),90336,865,6,23,6,1,9,Photos,Medium,0.184,Yes,10.61,Learning,No impact,10.0,Yes,Always On,Friends Only,Yes,2024-04-21,Inspired,Occasionally
